Orthogroup	Prah	Syaf
OG0002012	Prah.g_01974	Syaf.g_01756
OG0002013	Prah.g_02189	Syaf.g_00341
OG0002014	Prah.g_02202	Syaf.g_00328
OG0002015	Prah.g_02215	Syaf.g_00327
OG0002016	Prah.g_02408	Syaf.g_00722
OG0002017	Prah.g_02545	Syaf.g_00599
OG0002018	Prah.g_02570	Syaf.g_00538
OG0002037	Prah.g_01568	Syaf.g_02723
OG0002038	Prah.g_01312	Syaf.g_01299
OG0002039	Prah.g_01300	Syaf.g_01312
OG0002040	Prah.g_01299	Syaf.g_01313
OG0002041	Prah.g_00820	Syaf.g_01898
OG0002042	Prah.g_00802	Syaf.g_01869
OG0002043	Prah.g_00757	Syaf.g_01800
OG0002044	Prah.g_00607	Syaf.g_01390
OG0002045	Prah.g_00305	Syaf.g_02506
OG0002046	Prah.g_00302	Syaf.g_02510
OG0002047	Prah.g_00203	Syaf.g_02809
OG0002048	Prah.g_01967	Syaf.g_00072
OG0002049	Prah.g_02049	Syaf.g_00153
OG0002050	Prah.g_02116	Syaf.g_00224
OG0002051	Prah.g_02317	Syaf.g_00796
OG0002053	Prah.g_02523	Syaf.g_00616
OG0002110	Prah.g_00725	Syaf.g_00155
OG0002113	Prah.g_00040	Syaf.g_00459
OG0002115	Prah.g_01669	Syaf.g_01045
OG0002117	Prah.g_01306	Syaf.g_01305
OG0002118	Prah.g_01269	Syaf.g_01577
OG0002119	Prah.g_01242	Syaf.g_00727
OG0002120	Prah.g_01197	Syaf.g_01744
OG0002121	Prah.g_01107	Syaf.g_02230
OG0002123	Prah.g_00883	Syaf.g_01978
OG0002124	Prah.g_00585	Syaf.g_01342
OG0002126	Prah.g_02214, Prah.g_02204	Syaf.g_00323
OG0002127	Prah.g_02277	Syaf.g_00840
OG0002128	Prah.g_02527	Syaf.g_01619
OG0002129	Prah.g_00392	Syaf.g_02430
OG0002130	Prah.g_01362	Syaf.g_01256
OG0002154	Prah.g_02249	Syaf.g_00843
OG0002159	Prah.g_00138	Syaf.g_00943, Syaf.g_00400
OG0002160	Prah.g_01792	Syaf.g_01485
OG0002162	Prah.g_01442	Syaf.g_02592
OG0002167	Prah.g_00960	Syaf.g_02647
OG0002168	Prah.g_00901	Syaf.g_01407
OG0002169	Prah.g_00202	Syaf.g_02810
OG0002170	Prah.g_01943	Syaf.g_00027
OG0002171	Prah.g_02200	Syaf.g_00320
OG0002172	Prah.g_02404	Syaf.g_00718
OG0002174	Prah.g_02546	Syaf.g_00598
OG0002175	Prah.g_02462	Syaf.g_00681
OG0002231	Prah.g_00961	Syaf.g_01265
OG0002233	Prah.g_00945	Syaf.g_02002
OG0002234	Prah.g_00889	Syaf.g_02259
OG0002236	Prah.g_00569	Syaf.g_01641
OG0002237	Prah.g_00507	Syaf.g_02317
OG0002239	Prah.g_00355	Syaf.g_01623
OG0002242	Prah.g_02201	Syaf.g_00321
OG0002243	Prah.g_02472	Syaf.g_00667
OG0002245	Prah.g_00210	Syaf.g_02800
OG0002279	Prah.g_01899	Syaf.g_00901
OG0002281	Prah.g_01437	Syaf.g_02586
OG0002285	Prah.g_00769	Syaf.g_01812
OG0002286	Prah.g_02461, Prah.g_02460	Syaf.g_00682
OG0002287	Prah.g_02209	Syaf.g_00326
OG0002289	Prah.g_00301	Syaf.g_02514
OG0002290	Prah.g_00245	Syaf.g_01600
OG0002291	Prah.g_02326, Prah.g_02333	Syaf.g_00787
OG0002328	Prah.g_01879	Syaf.g_00920
OG0002330	Prah.g_01018	Syaf.g_01624
OG0002331	Prah.g_01030	Syaf.g_02003
OG0002337	Prah.g_02127	Syaf.g_00236
OG0002338	Prah.g_02206	Syaf.g_00329
OG0002339	Prah.g_02222	Syaf.g_00342
OG0002341	Prah.g_02474, Prah.g_02465	Syaf.g_00665
OG0002343	Prah.g_02081	Syaf.g_00189
OG0002385	Prah.g_02463	Syaf.g_00680
OG0002387	Prah.g_00092	Syaf.g_01203
OG0002388	Prah.g_00297	Syaf.g_02525
OG0002429	Prah.g_01872	Syaf.g_00927
OG0002435	Prah.g_01341	Syaf.g_01221
OG0002438	Prah.g_00962	Syaf.g_02013
OG0002443	Prah.g_00488	Syaf.g_00738
OG0002446	Prah.g_00344, Prah.g_00993, Prah.g_00318	Syaf.g_01825
OG0002448	Prah.g_02225	Syaf.g_00305, Syaf.g_00694, Syaf.g_00346
OG0002449	Prah.g_02569	Syaf.g_00539
OG0002452	Prah.g_02567	Syaf.g_00541
OG0002498	Prah.g_02477, Prah.g_02476	Syaf.g_00395
OG0002567	Prah.g_01506	Syaf.g_01132, Syaf.g_01138
OG0002568	Prah.g_01409	Syaf.g_00973
OG0002574	Prah.g_00298	Syaf.g_02524
OG0002575	Prah.g_00296	Syaf.g_02526
OG0002576	Prah.g_00295	Syaf.g_02527
OG0002578	Prah.g_01596	Syaf.g_02417
OG0002579	Prah.g_02275	Syaf.g_00842
OG0002581	Prah.g_00262	Syaf.g_02010, Syaf.g_01870
OG0002643	Prah.g_00623	Syaf.g_01985
OG0002647	Prah.g_02475	Syaf.g_00685
OG0002648	Prah.g_02482	Syaf.g_00657
OG0002649	Prah.g_02483	Syaf.g_00656
OG0002650	Prah.g_02484	Syaf.g_00655
OG0002653	Prah.g_02459	Syaf.g_00683
OG0002705	Prah.g_00716, Prah.g_01153	Syaf.g_00971
OG0002709	Prah.g_01074	Syaf.g_01145
OG0002714	Prah.g_00440	Syaf.g_00737
OG0002796	Prah.g_01787	Syaf.g_01490
OG0002807	Prah.g_01071	Syaf.g_01630
OG0002910	Prah.g_01040	Syaf.g_01871
OG0003064	Prah.g_01072	Syaf.g_01069
OG0003065	Prah.g_01144	Syaf.g_01678
OG0003185	Prah.g_01808	Syaf.g_01900
OG0003199	Prah.g_00537	Syaf.g_00775
OG0003203	Prah.g_00246	Syaf.g_01034
OG0003214	Prah.g_00334	Syaf.g_00696
OG0003386	Prah.g_01042	Syaf.g_01626
OG0004603	Prah.g_02211	Syaf.g_00333
