Orthogroup	Prah	Syaa
OG0002123	Prah.g_00883	Syaa.g_01241
OG0002124	Prah.g_00585	Syaa.g_00820
OG0002125	Prah.g_00332	Syaa.g_01828, Syaa.g_01831
OG0002126	Prah.g_02214, Prah.g_02204	Syaa.g_00185
OG0002127	Prah.g_02277	Syaa.g_02440
OG0002128	Prah.g_02527	Syaa.g_01031
OG0002129	Prah.g_00392	Syaa.g_01787
OG0002130	Prah.g_01362	Syaa.g_00737
OG0002160	Prah.g_01792	Syaa.g_00923
OG0002162	Prah.g_01442	Syaa.g_01921
OG0002166	Prah.g_00971	Syaa.g_00917
OG0002168	Prah.g_00901	Syaa.g_00861
OG0002169	Prah.g_00202	Syaa.g_02153
OG0002170	Prah.g_01943	Syaa.g_02186
OG0002171	Prah.g_02200	Syaa.g_00189
OG0002173	Prah.g_02416	Syaa.g_02544
OG0002233	Prah.g_00945	Syaa.g_01209
OG0002234	Prah.g_00889	Syaa.g_01574
OG0002237	Prah.g_00507	Syaa.g_01641
OG0002238	Prah.g_00469	Syaa.g_01053
OG0002242	Prah.g_02201	Syaa.g_00188
OG0002245	Prah.g_00210	Syaa.g_02142
OG0002279	Prah.g_01899	Syaa.g_02382
OG0002280	Prah.g_01511	Syaa.g_01994
OG0002281	Prah.g_01437	Syaa.g_01915
OG0002285	Prah.g_00769	Syaa.g_01388
OG0002286	Prah.g_01134, Prah.g_02461, Prah.g_02460	Syaa.g_02311
OG0002292	Prah.g_02351	Syaa.g_02517
OG0002328	Prah.g_01879	Syaa.g_02362
OG0002331	Prah.g_01030	Syaa.g_01208
OG0002332	Prah.g_00470	Syaa.g_01052
OG0002333	Prah.g_00468	Syaa.g_01054
OG0002334	Prah.g_00416	Syaa.g_01766
OG0002336	Prah.g_00315	Syaa.g_01840
OG0002337	Prah.g_02127	Syaa.g_00269
OG0002338	Prah.g_02206	Syaa.g_00184
OG0002339	Prah.g_02222	Syaa.g_00169
OG0002343	Prah.g_02081	Syaa.g_00312
OG0002381	Prah.g_00172	Syaa.g_02454
OG0002385	Prah.g_01135, Prah.g_02463	Syaa.g_02312
OG0002386	Prah.g_00441	Syaa.g_01588, Syaa.g_01589
OG0002435	Prah.g_01341	Syaa.g_00696
OG0002443	Prah.g_00488	Syaa.g_02537
OG0002445	Prah.g_00352	Syaa.g_02306
OG0002450	Prah.g_02592	Syaa.g_02746
OG0002452	Prah.g_02567	Syaa.g_02707
OG0002490	Prah.g_00103	Syaa.g_00468
OG0002496	Prah.g_00633	Syaa.g_02096
OG0002569	Prah.g_00632	Syaa.g_02095
OG0002570	Prah.g_00630	Syaa.g_02093
OG0002578	Prah.g_01596	Syaa.g_01775
OG0002641	Prah.g_00634	Syaa.g_02097
OG0002642	Prah.g_00631	Syaa.g_02094
OG0002643	Prah.g_00623	Syaa.g_01830
OG0002653	Prah.g_02459	Syaa.g_02309
OG0002709	Prah.g_01074	Syaa.g_00946
OG0002716	Prah.g_02085	Syaa.g_00308
OG0002796	Prah.g_01787	Syaa.g_00928
OG0003203	Prah.g_00246	Syaa.g_01012
OG0003405	Prah.g_00112	Syaa.g_00464
OG0003782	Prah.g_00196, Prah.g_01913	Syaa.g_02157, Syaa.g_02394
OG0004603	Prah.g_02211	Syaa.g_00178
