Orthogroup	Prah	Syaq
OG0002119	Prah.g_01242	Syaq.g_01329
OG0002120	Prah.g_01197	Syaq.g_02714
OG0002121	Prah.g_01107	Syaq.g_01890
OG0002122	Prah.g_00975	Syaq.g_02583
OG0002123	Prah.g_00883	Syaq.g_00028
OG0002124	Prah.g_00585	Syaq.g_02406
OG0002125	Prah.g_00332	Syaq.g_00022
OG0002126	Prah.g_02214, Prah.g_02204	Syaq.g_00960
OG0002128	Prah.g_02527	Syaq.g_02211
OG0002129	Prah.g_00392	Syaq.g_00388
OG0002130	Prah.g_01362	Syaq.g_00295
OG0002159	Prah.g_00138	Syaq.g_01041
OG0002160	Prah.g_01792	Syaq.g_02573
OG0002162	Prah.g_01442	Syaq.g_01959
OG0002167	Prah.g_00960	Syaq.g_01536
OG0002168	Prah.g_00901	Syaq.g_02696
OG0002169	Prah.g_00202	Syaq.g_00533
OG0002171	Prah.g_02200	Syaq.g_00956
OG0002173	Prah.g_02416	Syaq.g_01331
OG0002174	Prah.g_02546	Syaq.g_01219
OG0002231	Prah.g_00961	Syaq.g_00286
OG0002233	Prah.g_00945	Syaq.g_02109
OG0002235	Prah.g_00690	Syaq.g_02321
OG0002236	Prah.g_00569	Syaq.g_02225
OG0002237	Prah.g_00507	Syaq.g_02075
OG0002238	Prah.g_00469	Syaq.g_00135
OG0002242	Prah.g_02201	Syaq.g_00957
OG0002243	Prah.g_02472	Syaq.g_01280
OG0002245	Prah.g_00210	Syaq.g_00522
OG0002277	Prah.g_00075	Syaq.g_01075
OG0002279	Prah.g_01899	Syaq.g_01485
OG0002280	Prah.g_01511	Syaq.g_01828
OG0002281	Prah.g_01437	Syaq.g_01965
OG0002287	Prah.g_02209	Syaq.g_00963
OG0002289	Prah.g_00301	Syaq.g_00455
OG0002292	Prah.g_02351	Syaq.g_01366
OG0002328	Prah.g_01879	Syaq.g_01504
OG0002330	Prah.g_01018	Syaq.g_02597
OG0002331	Prah.g_01030	Syaq.g_00339
OG0002332	Prah.g_00470	Syaq.g_00134
OG0002333	Prah.g_00468	Syaq.g_00136
OG0002334	Prah.g_00416	Syaq.g_00363
OG0002336	Prah.g_00315	Syaq.g_00439
OG0002337	Prah.g_02127	Syaq.g_00755
OG0002338	Prah.g_02206	Syaq.g_00964
OG0002339	Prah.g_02222	Syaq.g_00973
OG0002343	Prah.g_02081	Syaq.g_00713
OG0002382	Prah.g_01557	Syaq.g_01781
OG0002388	Prah.g_00297	Syaq.g_00461
OG0002390	Prah.g_02343	Syaq.g_01371, Syaq.g_01372
OG0002394	Prah.g_02470	Syaq.g_01285
OG0002430	Prah.g_01507	Syaq.g_01832
OG0002431	Prah.g_01508	Syaq.g_01831
OG0002440	Prah.g_00854	Syaq.g_00064
OG0002445	Prah.g_00352	Syaq.g_00021
OG0002446	Prah.g_00344, Prah.g_00993, Prah.g_00318	Syaq.g_02537
OG0002449	Prah.g_02569	Syaq.g_01190
OG0002450	Prah.g_02592	Syaq.g_01164
OG0002494	Prah.g_01611	Syaq.g_01976
OG0002496	Prah.g_00633	Syaq.g_00703
OG0002498	Prah.g_02477, Prah.g_02476, Prah.g_01815	Syaq.g_00510
OG0002566	Prah.g_01708	Syaq.g_01640
OG0002568	Prah.g_01409	Syaq.g_01988
OG0002569	Prah.g_00632	Syaq.g_00704
OG0002570	Prah.g_00630	Syaq.g_00706
OG0002571	Prah.g_00561	Syaq.g_02216
OG0002572	Prah.g_00533	Syaq.g_02022
OG0002573	Prah.g_00404	Syaq.g_01897
OG0002574	Prah.g_00298	Syaq.g_00460
OG0002575	Prah.g_00296	Syaq.g_00462
OG0002576	Prah.g_00295	Syaq.g_00463
OG0002577	Prah.g_00249	Syaq.g_00486
OG0002580	Prah.g_02549	Syaq.g_01215
OG0002634	Prah.g_01776	Syaq.g_01582
OG0002636	Prah.g_01221	Syaq.g_00336, Syaq.g_00337, Syaq.g_00335
OG0002638	Prah.g_00988	Syaq.g_02592
OG0002641	Prah.g_00634	Syaq.g_00702
OG0002642	Prah.g_00631	Syaq.g_00705
OG0002643	Prah.g_00623	Syaq.g_00106
OG0002644	Prah.g_00492	Syaq.g_02091
OG0002645	Prah.g_00491	Syaq.g_02092
OG0002712	Prah.g_00490	Syaq.g_02093
OG0002713	Prah.g_00487	Syaq.g_02094
OG0002716	Prah.g_02085	Syaq.g_00716
OG0002798	Prah.g_01313	Syaq.g_00239
OG0002802	Prah.g_00832	Syaq.g_02526
OG0002803	Prah.g_00534	Syaq.g_00344, Syaq.g_00345
OG0002909	Prah.g_01149	Syaq.g_01870
OG0002910	Prah.g_01040	Syaq.g_00505
OG0002913	Prah.g_02520	Syaq.g_02556
OG0002914	Prah.g_02521	Syaq.g_02569
OG0003049	Prah.g_02348, Prah.g_02349	Syaq.g_00487
OG0003052	Prah.g_02160	Syaq.g_00853
OG0003198	Prah.g_01137	Syaq.g_02114
OG0003716	Prah.g_02455	Syaq.g_01294
OG0003765	Prah.g_02238	Syaq.g_00993
OG0003785	Prah.g_01823	Syaq.g_02562
OG0004598	Prah.g_00437	Syaq.g_00839
