Orthogroup	Syat	Praf
OG0002804	Syat.g_03348	Praf.g_01924
OG0002896	Syat.g_02239, Syat.g_02244	Praf.g_00150
OG0002899	Syat.g_01972	Praf.g_01093
OG0002906	Syat.g_01045	Praf.g_00973
OG0002908	Syat.g_01086, Syat.g_03303	Praf.g_01035
OG0002913	Syat.g_01036	Praf.g_02687
OG0002914	Syat.g_01976	Praf.g_02688
OG0003036	Syat.g_00979	Praf.g_00171
OG0003037	Syat.g_01581	Praf.g_00231
OG0003040	Syat.g_03069	Praf.g_00774
OG0003041	Syat.g_01724	Praf.g_01012
OG0003042	Syat.g_01085, Syat.g_02639	Praf.g_01034
OG0003044	Syat.g_00754	Praf.g_01091
OG0003045	Syat.g_01541	Praf.g_01584
OG0003053	Syat.g_01495	Praf.g_02341
OG0003055	Syat.g_03057	Praf.g_02576
OG0003056	Syat.g_03134	Praf.g_02635
OG0003057	Syat.g_03133	Praf.g_02636
OG0003058	Syat.g_03132	Praf.g_02637
OG0003186	Syat.g_01505	Praf.g_00657
OG0003190	Syat.g_02370	Praf.g_01005
OG0003191	Syat.g_01087	Praf.g_01036
OG0003195	Syat.g_00876	Praf.g_01227, Praf.g_01226
OG0003196	Syat.g_00193	Praf.g_01243
OG0003201	Syat.g_02536	Praf.g_01945
OG0003400	Syat.g_00289	Praf.g_02632
OG0003401	Syat.g_00257, Syat.g_00288	Praf.g_02633
OG0003777	Syat.g_00261	Praf.g_02630
OG0004083	Syat.g_02101	Praf.g_01011
OG0004567	Syat.g_01466	Praf.g_00066
OG0005440	Syat.g_03393	Praf.g_01920
