Orthogroup	Syat	Prbk
OG0002436	Syat.g_01258, Syat.g_02488	Prbk.g_01713
OG0002440	Syat.g_00706	Prbk.g_00586
OG0002444	Syat.g_01360	Prbk.g_00262
OG0002447	Syat.g_01399	Prbk.g_02101
OG0002492	Syat.g_02709	Prbk.g_02135
OG0002494	Syat.g_00034	Prbk.g_02009
OG0002496	Syat.g_02437	Prbk.g_02501
OG0002498	Syat.g_00735	Prbk.g_01487, Prbk.g_01473
OG0002563	Syat.g_01386	Prbk.g_00284
OG0002565	Syat.g_03291	Prbk.g_01352
OG0002566	Syat.g_02065	Prbk.g_01430
OG0002571	Syat.g_00772	Prbk.g_02577
OG0002572	Syat.g_01014	Prbk.g_02601
OG0002573	Syat.g_01361	Prbk.g_00263
OG0002577	Syat.g_00329	Prbk.g_00313
OG0002580	Syat.g_02514	Prbk.g_02223
OG0002582	Syat.g_02247	Prbk.g_01546
OG0002593	Syat.g_02985	Prbk.g_02696
OG0002628	Syat.g_02210	Prbk.g_00532
OG0002632	Syat.g_02708	Prbk.g_02136
OG0002634	Syat.g_01446	Prbk.g_01518
OG0002635	Syat.g_01320	Prbk.g_01027
OG0002638	Syat.g_00797	Prbk.g_01956
OG0002643	Syat.g_00854	Prbk.g_02512
OG0002644	Syat.g_01973	Prbk.g_02640
OG0002668	Syat.g_01359	Prbk.g_00445
OG0002711	Syat.g_02382	Prbk.g_02599
OG0002714	Syat.g_00334	Prbk.g_00704
OG0002717	Syat.g_02006	Prbk.g_00684
OG0002797	Syat.g_03135	Prbk.g_00903
OG0002799	Syat.g_00942	Prbk.g_02662
OG0002800	Syat.g_02220	Prbk.g_01679
OG0002801	Syat.g_00793	Prbk.g_00628
OG0002837	Syat.g_00283	Prbk.g_01867
OG0002842	Syat.g_02705	Prbk.g_02140
OG0002844	Syat.g_01204	Prbk.g_01562
OG0002845	Syat.g_01311	Prbk.g_01486
OG0002906	Syat.g_01045	Prbk.g_02663
OG0002913	Syat.g_01036	Prbk.g_02192
OG0002914	Syat.g_01976	Prbk.g_02193
OG0003036	Syat.g_00979	Prbk.g_01488
OG0003037	Syat.g_01581	Prbk.g_00002
OG0003040	Syat.g_03069	Prbk.g_01164
OG0003044	Syat.g_00754	Prbk.g_02677
OG0003053	Syat.g_01495	Prbk.g_00475
OG0003055	Syat.g_03057	Prbk.g_01553
OG0003056	Syat.g_03134	Prbk.g_01339
OG0003057	Syat.g_03133	Prbk.g_01340
OG0003058	Syat.g_03132	Prbk.g_01341
OG0003065	Syat.g_01502	Prbk.g_01717
OG0003094	Syat.g_01364	Prbk.g_00266
OG0003099	Syat.g_02094	Prbk.g_00225
OG0003186	Syat.g_01505	Prbk.g_01077
OG0003190	Syat.g_02370	Prbk.g_01696
OG0003195	Syat.g_00876	Prbk.g_01822
OG0003196	Syat.g_00193	Prbk.g_01839
OG0003201	Syat.g_02536	Prbk.g_02086
OG0003400	Syat.g_00289	Prbk.g_01349
OG0003401	Syat.g_00257, Syat.g_00288	Prbk.g_01350
OG0003503	Syat.g_01699, Syat.g_00765	Prbk.g_01794
OG0003504	Syat.g_00336	Prbk.g_01824
OG0003777	Syat.g_00261	Prbk.g_01347
OG0003826	Syat.g_00877	Prbk.g_01823
