Orthogroup	Prar	Prbi
OG0002364	Prar.g_01674	Prbi.g_00837
OG0002365	Prar.g_00471	Prbi.g_01339
OG0002367	Prar.g_00989	Prbi.g_01354
OG0002378	Prar.g_01299	Prbi.g_01171
OG0002414	Prar.g_01312	Prbi.g_01158
OG0002420	Prar.g_01077	Prbi.g_01368
OG0002423	Prar.g_01178	Prbi.g_01307
OG0002427	Prar.g_01177	Prbi.g_01308
OG0002428	Prar.g_00456	Prbi.g_00713
OG0002445	Prar.g_01085	Prbi.g_00712, Prbi.g_00164
OG0002554	Prar.g_01632	Prbi.g_00786
OG0002561	Prar.g_00561	Prbi.g_01882, Prbi.g_00064
OG0002617	Prar.g_00421	Prbi.g_00385
OG0002621	Prar.g_01162	Prbi.g_01313
OG0002623	Prar.g_00717	Prbi.g_01735
OG0002625	Prar.g_00442	Prbi.g_00405
OG0002896	Prar.g_00878	Prbi.g_01468
OG0002898	Prar.g_01009	Prbi.g_01771
OG0002900	Prar.g_01639	Prbi.g_00793
OG0003020	Prar.g_01743	Prbi.g_00906
OG0003168	Prar.g_00936	Prbi.g_01418
OG0003176	Prar.g_01076	Prbi.g_01414, Prbi.g_00040
OG0003214	Prar.g_01073	Prbi.g_00720
OG0003652	Prar.g_00558	Prbi.g_01878
OG0004664	Prar.g_01075	Prbi.g_01415, Prbi.g_00039
