Orthogroup	Syab	Prbj
OG0002006	Syab.g_01236	Prbj.g_01854
OG0002007	Syab.g_01237	Prbj.g_01855
OG0002008	Syab.g_01331	Prbj.g_02228
OG0002009	Syab.g_01603	Prbj.g_02375
OG0002011	Syab.g_00559	Prbj.g_00069
OG0002012	Syab.g_00618	Prbj.g_01899
OG0002013	Syab.g_02456	Prbj.g_01462
OG0002014	Syab.g_00221	Prbj.g_01474
OG0002016	Syab.g_02690	Prbj.g_00253
OG0002017	Syab.g_02823	Prbj.g_02010
OG0002018	Syab.g_02870	Prbj.g_02038
OG0002037	Syab.g_00262, Syab.g_01139	Prbj.g_01632
OG0002038	Syab.g_00979	Prbj.g_00840
OG0002039	Syab.g_00998	Prbj.g_00827
OG0002040	Syab.g_00999	Prbj.g_00303
OG0002041	Syab.g_01348	Prbj.g_02246
OG0002042	Syab.g_01376	Prbj.g_02262
OG0002043	Syab.g_01422	Prbj.g_02307
OG0002044	Syab.g_01701	Prbj.g_02472
OG0002045	Syab.g_00672	Prbj.g_00135
OG0002046	Syab.g_00666	Prbj.g_00138
OG0002048	Syab.g_00471	Prbj.g_00369
OG0002050	Syab.g_00314	Prbj.g_01387
OG0002051	Syab.g_02602	Prbj.g_00508
OG0002053	Syab.g_01482	Prbj.g_01989
OG0002092	Syab.g_02904	Prbj.g_02378, Prbj.g_01715
OG0002110	Syab.g_00077	Prbj.g_02353
OG0002111	Syab.g_00832	Prbj.g_02696
OG0002113	Syab.g_00038	Prbj.g_01206
OG0002115	Syab.g_02246	Prbj.g_00866
OG0002117	Syab.g_00989	Prbj.g_00833
OG0002118	Syab.g_01048	Prbj.g_01902
OG0002119	Syab.g_02685	Prbj.g_00015
OG0002121	Syab.g_00801	Prbj.g_01122
OG0002122	Syab.g_01174	Prbj.g_00934
OG0002124	Syab.g_01732	Prbj.g_02494
OG0002128	Syab.g_01746	Prbj.g_01993
OG0002130	Syab.g_00917	Prbj.g_01726
OG0002159	Syab.g_00102, Syab.g_02737	Prbj.g_01811
OG0002162	Syab.g_01987	Prbj.g_01804
OG0002166	Syab.g_01169	Prbj.g_00930
OG0002167	Syab.g_01848	Prbj.g_00915
OG0002168	Syab.g_01234	Prbj.g_01852
OG0002170	Syab.g_00520	Prbj.g_00344
OG0002172	Syab.g_02694	Prbj.g_00257
OG0002173	Syab.g_02683	Prbj.g_00239
OG0002174	Syab.g_02824	Prbj.g_02011
OG0002175	Syab.g_01040	Prbj.g_01924
OG0002231	Syab.g_00926	Prbj.g_00916
OG0002233	Syab.g_02359	Prbj.g_00903
OG0002234	Syab.g_00633	Prbj.g_02176
OG0002235	Syab.g_01584	Prbj.g_02390
OG0002236	Syab.g_01545	Prbj.g_02510
OG0002237	Syab.g_01880	Prbj.g_02567
OG0002238	Syab.g_01469	Prbj.g_00796
OG0002239	Syab.g_02224	Prbj.g_00664
OG0002241	Syab.g_00665	Prbj.g_00139
OG0002243	Syab.g_02735	Prbj.g_01937
OG0002277	Syab.g_00074	Prbj.g_01240
OG0002279	Syab.g_02502	Prbj.g_00622
OG0002288	Syab.g_02044	Prbj.g_01065
OG0002289	Syab.g_00663	Prbj.g_00141
OG0002290	Syab.g_02607, Syab.g_00630	Prbj.g_00173
OG0002291	Syab.g_02556	Prbj.g_01140
OG0002292	Syab.g_02627	Prbj.g_01156
OG0002330	Syab.g_01189	Prbj.g_00748
OG0002331	Syab.g_00880	Prbj.g_00761
OG0002332	Syab.g_01468	Prbj.g_00795
OG0002333	Syab.g_01470	Prbj.g_00797
OG0002334	Syab.g_00789	Prbj.g_01048
OG0002335	Syab.g_00771	Prbj.g_01066
OG0002337	Syab.g_00302	Prbj.g_01398
OG0002340	Syab.g_02676	Prbj.g_00232
OG0002350	Syab.g_00512	Prbj.g_00350
OG0002382	Syab.g_02105	Prbj.g_01621
OG0002388	Syab.g_00649, Syab.g_00657	Prbj.g_00145
OG0002390	Syab.g_02621	Prbj.g_01150
OG0002391	Syab.g_02529	Prbj.g_00197
OG0002433	Syab.g_02671	Prbj.g_01664
OG0002434	Syab.g_02004	Prbj.g_01873
OG0002438	Syab.g_02776	Prbj.g_00917
OG0002440	Syab.g_01315	Prbj.g_02211
OG0002447	Syab.g_00664	Prbj.g_00140
OG0002450	Syab.g_02901	Prbj.g_02061
OG0002461	Syab.g_00622	Prbj.g_01895
OG0002494	Syab.g_01970	Prbj.g_01681
OG0002567	Syab.g_01096	Prbj.g_02122
OG0002568	Syab.g_01957	Prbj.g_01773
OG0002571	Syab.g_00677	Prbj.g_02520
OG0002574	Syab.g_00650, Syab.g_00658	Prbj.g_00144
OG0002575	Syab.g_00648, Syab.g_00656	Prbj.g_00146
OG0002576	Syab.g_00646, Syab.g_00655	Prbj.g_00147
OG0002577	Syab.g_00612	Prbj.g_00115
OG0002580	Syab.g_02832	Prbj.g_02018
OG0002593	Syab.g_02164	Prbj.g_02700
OG0002630	Syab.g_00548	Prbj.g_02708
OG0002630	Syab.g_02511	Prbj.g_02708
OG0002636	Syab.g_00879	Prbj.g_00032
OG0002637	Syab.g_01744	Prbj.g_00684
OG0002639	Syab.g_00814	Prbj.g_00950
OG0002644	Syab.g_01865	Prbj.g_02582
OG0002645	Syab.g_01864	Prbj.g_02583
OG0002647	Syab.g_02719	Prbj.g_01941
OG0002648	Syab.g_02745	Prbj.g_01947
OG0002649	Syab.g_02746	Prbj.g_01948
OG0002650	Syab.g_02747	Prbj.g_01949
OG0002705	Syab.g_01745	Prbj.g_02363
OG0002711	Syab.g_00449	Prbj.g_02541
OG0002712	Syab.g_01863	Prbj.g_02584
OG0002713	Syab.g_01862	Prbj.g_02588
OG0002717	Syab.g_02680	Prbj.g_00236
OG0002797	Syab.g_02262	Prbj.g_00853
OG0002798	Syab.g_00978	Prbj.g_00841
OG0002801	Syab.g_01254	Prbj.g_02688
OG0002802	Syab.g_01335	Prbj.g_02233
OG0002844	Syab.g_00086	Prbj.g_01259
OG0002846	Syab.g_01185, Syab.g_02393	Prbj.g_01828
OG0003039	Syab.g_01239	Prbj.g_01600
OG0003040	Syab.g_00687	Prbj.g_01747
OG0003052	Syab.g_00264	Prbj.g_01434
OG0003065	Syab.g_01099	Prbj.g_00712
OG0003098	Syab.g_00638	Prbj.g_01379
OG0003195	Syab.g_01512	Prbj.g_00926
OG0003207	Syab.g_00354	Prbj.g_01339
OG0003253	Syab.g_00222	Prbj.g_01481
OG0003381	Syab.g_01129	Prbj.g_02157
OG0003398	Syab.g_00225	Prbj.g_01482
OG0003508	Syab.g_02271	Prbj.g_02015
OG0003824	Syab.g_01526	Prbj.g_00785
OG0003826	Syab.g_01511	Prbj.g_00925
OG0004287	Syab.g_00330	Prbj.g_00498
OG0004291	Syab.g_00619	Prbj.g_01898
