Orthogroup	Prbj	Syae
OG0002017	Prbj.g_02010	Syae.g_01614
OG0002018	Prbj.g_02038	Syae.g_01672
OG0002035	Prbj.g_00735	Syae.g_02671
OG0002037	Prbj.g_01632	Syae.g_02307
OG0002038	Prbj.g_00840	Syae.g_00912
OG0002040	Prbj.g_00303	Syae.g_00897
OG0002041	Prbj.g_02246	Syae.g_00389
OG0002042	Prbj.g_02262	Syae.g_00367
OG0002043	Prbj.g_02307	Syae.g_00316
OG0002044	Prbj.g_02472	Syae.g_00827
OG0002045	Prbj.g_00135	Syae.g_02521
OG0002046	Prbj.g_00138	Syae.g_02517
OG0002050	Prbj.g_01387	Syae.g_01988
OG0002051	Prbj.g_00508	Syae.g_01464
OG0002053	Prbj.g_01989	Syae.g_01598
OG0002063	Prbj.g_00784	Syae.g_00714
OG0002092	Prbj.g_02378, Prbj.g_01715	Syae.g_01477, Syae.g_01105
OG0002114	Prbj.g_00440	Syae.g_02675, Syae.g_02668
OG0002115	Prbj.g_00866	Syae.g_01155
OG0002117	Prbj.g_00833	Syae.g_00905
OG0002119	Prbj.g_00015	Syae.g_01515
OG0002120	Prbj.g_00674	Syae.g_00270
OG0002121	Prbj.g_01122	Syae.g_00184
OG0002124	Prbj.g_02494	Syae.g_00873
OG0002126	Prbj.g_01476	Syae.g_01898
OG0002127	Prbj.g_00548	Syae.g_01418
OG0002128	Prbj.g_01993	Syae.g_00635
OG0002130	Prbj.g_01726	Syae.g_00959
OG0002154	Prbj.g_01528	Syae.g_01420
OG0002160	Prbj.g_00189	Syae.g_00749
OG0002161	Prbj.g_00438	Syae.g_01545, Syae.g_02665
OG0002162	Prbj.g_01804	Syae.g_02432
OG0002166	Prbj.g_00930	Syae.g_00754
OG0002168	Prbj.g_01852	Syae.g_00810
OG0002170	Prbj.g_00344	Syae.g_02188
OG0002171	Prbj.g_01472	Syae.g_01901
OG0002172	Prbj.g_00257	Syae.g_01524
OG0002173	Prbj.g_00239	Syae.g_01511
OG0002174	Prbj.g_02011	Syae.g_01615
OG0002233	Prbj.g_00903	Syae.g_00479
OG0002234	Prbj.g_02176	Syae.g_00140
OG0002235	Prbj.g_02390	Syae.g_00539
OG0002236	Prbj.g_02510	Syae.g_02062
OG0002237	Prbj.g_02567	Syae.g_00067
OG0002241	Prbj.g_00139	Syae.g_02516
OG0002242	Prbj.g_01473	Syae.g_01900
OG0002277	Prbj.g_01240	Syae.g_01786
OG0002279	Prbj.g_00622	Syae.g_01365
OG0002280	Prbj.g_02116	Syae.g_02362
OG0002285	Prbj.g_02295	Syae.g_00329
OG0002334	Prbj.g_01048	Syae.g_02660
OG0002336	Prbj.g_00126	Syae.g_02533
OG0002337	Prbj.g_01398	Syae.g_01976
OG0002338	Prbj.g_01479	Syae.g_01891
OG0002339	Prbj.g_01491	Syae.g_01881
OG0002350	Prbj.g_00350	Syae.g_02183
OG0002381	Prbj.g_02607, Prbj.g_01570	Syae.g_01314
OG0002388	Prbj.g_00145	Syae.g_02507
OG0002390	Prbj.g_01150	Syae.g_01483
OG0002429	Prbj.g_00595	Syae.g_01339
OG0002435	Prbj.g_00952	Syae.g_01002
OG0002438	Prbj.g_00917	Syae.g_00486
OG0002444	Prbj.g_01059	Syae.g_01542
OG0002446	Prbj.g_00124	Syae.g_01337
OG0002447	Prbj.g_00140	Syae.g_02515
OG0002449	Prbj.g_02037	Syae.g_01671
OG0002450	Prbj.g_02061	Syae.g_01700
OG0002461	Prbj.g_01895	Syae.g_00172
OG0002496	Prbj.g_02445	Syae.g_02256
OG0002563	Prbj.g_01081	Syae.g_01087
OG0002569	Prbj.g_02446	Syae.g_02257
OG0002570	Prbj.g_02448	Syae.g_02259
OG0002573	Prbj.g_01060	Syae.g_01543
OG0002574	Prbj.g_00144	Syae.g_02508
OG0002575	Prbj.g_00146	Syae.g_02506
OG0002576	Prbj.g_00147	Syae.g_02505
OG0002579	Prbj.g_00550	Syae.g_01421
OG0002633	Prbj.g_01100	Syae.g_00066
OG0002639	Prbj.g_00950	Syae.g_01476
OG0002641	Prbj.g_02444	Syae.g_02255
OG0002642	Prbj.g_02447	Syae.g_02258
OG0002715	Prbj.g_00114	Syae.g_02676
OG0002718	Prbj.g_02064	Syae.g_00343
OG0002796	Prbj.g_00182	Syae.g_00744
OG0002940	Prbj.g_00242	Syae.g_00627
OG0003050	Prbj.g_00328	Syae.g_02547
OG0003051	Prbj.g_01383	Syae.g_02667
OG0003091	Prbj.g_00241	Syae.g_00626
OG0003096	Prbj.g_01269	Syae.g_01804
OG0003185	Prbj.g_01326	Syae.g_01271
OG0003249	Prbj.g_00245	Syae.g_00630, Syae.g_01513
OG0003501	Prbj.g_00243	Syae.g_00628
OG0003502	Prbj.g_00244	Syae.g_00629
OG0003503	Prbj.g_00786	Syae.g_00198
OG0003507	Prbj.g_01268	Syae.g_01806
OG0003822	Prbj.g_00496	Syae.g_01499
