Orthogroup	Prag	Prbi
OG0001794	Prag.g_01620	Prbi.g_01732
OG0001798	Prag.g_01233	Prbi.g_00160
OG0001806	Prag.g_00370	Prbi.g_00401
OG0001808	Prag.g_01305	Prbi.g_00428
OG0001809	Prag.g_00756	Prbi.g_00804
OG0001810	Prag.g_00777	Prbi.g_00818
OG0001811	Prag.g_00778	Prbi.g_00819
OG0001812	Prag.g_00779	Prbi.g_00820
OG0001813	Prag.g_00780	Prbi.g_00821
OG0001814	Prag.g_00871	Prbi.g_00914
OG0001815	Prag.g_01635	Prbi.g_01324
OG0001817	Prag.g_01099	Prbi.g_01151
OG0001818	Prag.g_01101	Prbi.g_01154
OG0001820	Prag.g_01323	Prbi.g_01358
OG0001825	Prag.g_01613	Prbi.g_01721
OG0001826	Prag.g_01629	Prbi.g_01737
OG0001828	Prag.g_00717	Prbi.g_01309
OG0001838	Prag.g_00386	Prbi.g_00419
OG0001840	Prag.g_01310	Prbi.g_01343
OG0001842	Prag.g_01341	Prbi.g_01379
OG0001848	Prag.g_01619	Prbi.g_01730
OG0001850	Prag.g_01117	Prbi.g_01171
OG0001864	Prag.g_01258	Prbi.g_01312
OG0001865	Prag.g_01263	Prbi.g_01316
OG0001868	Prag.g_01315	Prbi.g_01347
OG0001871	Prag.g_01249	Prbi.g_01307
OG0001874	Prag.g_01347	Prbi.g_01308
OG0001906	Prag.g_00264	Prbi.g_00297
OG0001950	Prag.g_01088	Prbi.g_01139
OG0001953	Prag.g_00056	Prbi.g_00069
OG0001956	Prag.g_00738	Prbi.g_00786
OG0001966	Prag.g_01266	Prbi.g_01882
OG0001993	Prag.g_00325	Prbi.g_00738
OG0002081	Prag.g_01654	Prbi.g_01542, Prbi.g_01763
OG0002134	Prag.g_00324	Prbi.g_00737
OG0002138	Prag.g_00745	Prbi.g_00793
OG0002156	Prag.g_01410	Prbi.g_01479
OG0002174	Prag.g_01468	Prbi.g_01570
OG0002179	Prag.g_01621	Prbi.g_01733
OG0002240	Prag.g_01411	Prbi.g_01503
OG0002247	Prag.g_01236	Prbi.g_00770
OG0002344	Prag.g_01214	Prbi.g_01269
OG0002418	Prag.g_01072	Prbi.g_01123
OG0002515	Prag.g_01055	Prbi.g_01106
OG0003189	Prag.g_01459	Prbi.g_01465, Prbi.g_01466
OG0003488	Prag.g_01448	Prbi.g_01470
