Orthogroup	Prag	Prbd
OG0001814	Prag.g_00871	Prbd.g_00169
OG0001817	Prag.g_01099	Prbd.g_00404
OG0001818	Prag.g_01101	Prbd.g_00407
OG0001825	Prag.g_01613	Prbd.g_01564
OG0001826	Prag.g_01629	Prbd.g_01551
OG0001838	Prag.g_00386	Prbd.g_00843
OG0001840	Prag.g_01310	Prbd.g_01882
OG0001842	Prag.g_01341	Prbd.g_01827
OG0001848	Prag.g_01619	Prbd.g_01558
OG0001849	Prag.g_01603	Prbd.g_01573
OG0001850	Prag.g_01117	Prbd.g_00424
OG0001864	Prag.g_01258	Prbd.g_01541
OG0001865	Prag.g_01263	Prbd.g_01902
OG0001867	Prag.g_01311	Prbd.g_01880
OG0001868	Prag.g_01315	Prbd.g_01876
OG0001882	Prag.g_01634	Prbd.g_01545
OG0001906	Prag.g_00264	Prbd.g_00966
OG0001913	Prag.g_00761	Prbd.g_00825
OG0001950	Prag.g_01088	Prbd.g_00392
OG0001954	Prag.g_00377	Prbd.g_00853
OG0001956	Prag.g_00738	Prbd.g_00043
OG0001957	Prag.g_00770	Prbd.g_00831
OG0001958	Prag.g_01114	Prbd.g_00422
OG0001991	Prag.g_00766	Prbd.g_00827
OG0002078	Prag.g_01299	Prbd.g_01899
OG0002155	Prag.g_01226	Prbd.g_00815
OG0002246	Prag.g_01714	Prbd.g_01480
OG0002344	Prag.g_01214	Prbd.g_00529
OG0002418	Prag.g_01072	Prbd.g_00376
