Orthogroup	Syai	Prah
OG0002286	Syai.g_02737	Prah.g_02461, Prah.g_02460
OG0002291	Syai.g_02653	Prah.g_02326, Prah.g_02333
OG0002328	Syai.g_02526	Prah.g_01879
OG0002330	Syai.g_01735	Prah.g_01018
OG0002331	Syai.g_01381	Prah.g_01030
OG0002334	Syai.g_00962	Prah.g_00416
OG0002336	Syai.g_00867	Prah.g_00315
OG0002337	Syai.g_00266	Prah.g_02127
OG0002338	Syai.g_00181	Prah.g_02206
OG0002339	Syai.g_00171	Prah.g_02222
OG0002341	Syai.g_02754	Prah.g_02474
OG0002343	Syai.g_00308	Prah.g_02081
OG0002385	Syai.g_02739	Prah.g_02463
OG0002393	Syai.g_00792, Syai.g_00791, Syai.g_00795, Syai.g_02099	Prah.g_01797
OG0002429	Syai.g_02515	Prah.g_01872
OG0002435	Syai.g_02221	Prah.g_01341
OG0002436	Syai.g_00606	Prah.g_01164
OG0002438	Syai.g_01375, Syai.g_01376	Prah.g_00962
OG0002448	Syai.g_00168	Prah.g_02225
OG0002452	Syai.g_02893	Prah.g_02567
OG0002578	Syai.g_00953	Prah.g_01596
OG0002579	Syai.g_02599	Prah.g_02275
OG0002581	Syai.g_01494, Syai.g_01331	Prah.g_00262
OG0002653	Syai.g_02736, Syai.g_02735	Prah.g_02459
OG0002709	Syai.g_02344	Prah.g_01074
OG0002715	Syai.g_00969	Prah.g_00248
OG0002718	Syai.g_00967	Prah.g_02595
OG0002807	Syai.g_01731	Prah.g_01071
OG0003203	Syai.g_02377	Prah.g_00246
OG0003388	Syai.g_02454	Prah.g_01045
OG0003389	Syai.g_02455	Prah.g_01046
OG0003394	Syai.g_02447	Prah.g_00703
OG0004571	Syai.g_00575	Prah.g_01009
OG0004599	Syai.g_02813, Syai.g_02346	Prah.g_01055
OG0005493	Syai.g_02345	Prah.g_01073
