Orthogroup	Syat	Syap
OG0003333	Syat.g_01968, Syat.g_01748	Syap.g_00150
OG0003496	Syat.g_01961	Syap.g_01572, Syap.g_02667, Syap.g_02500
OG0003546	Syat.g_02637	Syap.g_01988
OG0003547	Syat.g_02636	Syap.g_02322
OG0003574	Syat.g_02635	Syap.g_02324, Syap.g_02323
OG0003578	Syat.g_00861	Syap.g_02378
OG0003579	Syat.g_00714	Syap.g_01854
OG0003580	Syat.g_01000	Syap.g_00816
OG0003581	Syat.g_00999	Syap.g_00817
OG0003582	Syat.g_00998	Syap.g_00818
OG0003583	Syat.g_00397	Syap.g_01965
OG0003584	Syat.g_00110	Syap.g_00887
OG0003585	Syat.g_00089	Syap.g_01935
OG0003586	Syat.g_00069	Syap.g_00298
OG0003587	Syat.g_00050	Syap.g_01312
OG0003589	Syat.g_03386	Syap.g_01431
OG0003590	Syat.g_01065	Syap.g_00918, Syap.g_00956
OG0003591	Syat.g_00007	Syap.g_01517
OG0003593	Syat.g_00855	Syap.g_02282
OG0003596	Syat.g_01419	Syap.g_02130, Syap.g_00857
OG0003597	Syat.g_02194	Syap.g_01096
OG0003598	Syat.g_01999	Syap.g_02353
OG0003599	Syat.g_01624	Syap.g_00579
OG0003602	Syat.g_00922	Syap.g_02622
OG0003603	Syat.g_03265	Syap.g_00223
OG0003604	Syat.g_03233	Syap.g_00246
OG0003605	Syat.g_01558	Syap.g_02762
OG0003606	Syat.g_01064, Syat.g_00947	Syap.g_00917, Syap.g_00955
OG0003607	Syat.g_02542, Syat.g_02793, Syat.g_02795, Syat.g_03238, Syat.g_03240	Syap.g_01493
OG0003608	Syat.g_00160	Syap.g_02396
OG0003609	Syat.g_01003	Syap.g_02579
OG0003902	Syat.g_00680	Syap.g_01422
OG0003928	Syat.g_02703, Syat.g_03058	Syap.g_01824
OG0003939	Syat.g_01314	Syap.g_02508
OG0003948	Syat.g_02638	Syap.g_00390
OG0003950	Syat.g_00860	Syap.g_02377
OG0003951	Syat.g_00859	Syap.g_02376
OG0003956	Syat.g_00986, Syat.g_00985	Syap.g_01863
OG0003972	Syat.g_01058	Syap.g_00800
OG0003973	Syat.g_00185	Syap.g_02526
OG0003974	Syat.g_03130	Syap.g_00625
OG0003975	Syat.g_03131	Syap.g_00626
OG0003977	Syat.g_02549	Syap.g_01820
OG0003978	Syat.g_02118	Syap.g_00690, Syap.g_02558
OG0003979	Syat.g_01882	Syap.g_01591
OG0003981	Syat.g_01006	Syap.g_00357
OG0003983	Syat.g_00311	Syap.g_00216
OG0003988	Syat.g_01892	Syap.g_00407, Syap.g_00406
OG0003989	Syat.g_02844, Syat.g_01544	Syap.g_00437
OG0003990	Syat.g_00761, Syat.g_02179	Syap.g_01056
OG0003991	Syat.g_00983	Syap.g_01442
OG0003993	Syat.g_00231	Syap.g_02127
OG0003994	Syat.g_02470	Syap.g_02306
OG0003995	Syat.g_02634	Syap.g_02325
OG0004267	Syat.g_01960	Syap.g_02499
OG0004282	Syat.g_01216	Syap.g_00882, Syap.g_01492
OG0004370	Syat.g_01781	Syap.g_01623
OG0004426	Syat.g_03335	Syap.g_00412
OG0004432	Syat.g_01497	Syap.g_01742
OG0004450	Syat.g_03296	Syap.g_02557, Syap.g_00691
OG0004466	Syat.g_00872, Syat.g_03360	Syap.g_00354
OG0004467	Syat.g_01689	Syap.g_00379
OG0004468	Syat.g_03154	Syap.g_00661
OG0004469	Syat.g_03156	Syap.g_00663
OG0004470	Syat.g_00389	Syap.g_00666
OG0004471	Syat.g_03031	Syap.g_00669
OG0004473	Syat.g_01191	Syap.g_00719
OG0004474	Syat.g_00025	Syap.g_00766
OG0004475	Syat.g_00026	Syap.g_00767
OG0004476	Syat.g_01396, Syat.g_01766	Syap.g_00856
OG0004478	Syat.g_01499	Syap.g_00950, Syap.g_00912, Syap.g_00949
OG0004479	Syat.g_01501	Syap.g_00952, Syap.g_00914, Syap.g_00951
OG0004480	Syat.g_01066	Syap.g_00957, Syap.g_00920, Syap.g_00919
OG0004481	Syat.g_01067	Syap.g_00958, Syap.g_00922, Syap.g_00921
OG0004482	Syat.g_01068	Syap.g_00923, Syap.g_00959
OG0004485	Syat.g_00124	Syap.g_01486
OG0004486	Syat.g_03009	Syap.g_01513
OG0004487	Syat.g_03158	Syap.g_01731
OG0004488	Syat.g_01773	Syap.g_02291
OG0004489	Syat.g_00858	Syap.g_02300
OG0005153	Syat.g_02651	Syap.g_01009
OG0005154	Syat.g_02652	Syap.g_01010
OG0005157	Syat.g_00191	Syap.g_00328
OG0005180	Syat.g_00678	Syap.g_02580
OG0005187	Syat.g_03366	Syap.g_01550
OG0005249	Syat.g_02568	Syap.g_00152
OG0005250	Syat.g_03160	Syap.g_00338
OG0005252	Syat.g_03369	Syap.g_00397
OG0005254	Syat.g_02346	Syap.g_00655
OG0005255	Syat.g_00830	Syap.g_00657
OG0005258	Syat.g_00962	Syap.g_00755
OG0005259	Syat.g_01070	Syap.g_00962, Syap.g_00927
OG0005261	Syat.g_01029	Syap.g_00934, Syap.g_00968
OG0005262	Syat.g_01028	Syap.g_00935, Syap.g_00969
OG0005266	Syat.g_02183	Syap.g_01609
OG0005267	Syat.g_02184	Syap.g_01610
OG0005269	Syat.g_03295	Syap.g_02556, Syap.g_01677
OG0005272	Syat.g_00230	Syap.g_02128
OG0005277	Syat.g_02566	Syap.g_02391
OG0005282	Syat.g_01966	Syap.g_02541
OG0005283	Syat.g_00975	Syap.g_02577
OG0006294	Syat.g_00803	Syap.g_00120
OG0006299	Syat.g_00125	Syap.g_00315
OG0006305	Syat.g_02265	Syap.g_00667
OG0006306	Syat.g_02345	Syap.g_00671
OG0006307	Syat.g_01720	Syap.g_00682
OG0006308	Syat.g_01733	Syap.g_00683
OG0006317	Syat.g_01071	Syap.g_00963
OG0006318	Syat.g_01072	Syap.g_00974
OG0006327	Syat.g_02537	Syap.g_01242
OG0006331	Syat.g_03008	Syap.g_01441
OG0006332	Syat.g_01217	Syap.g_01491
OG0006333	Syat.g_03402	Syap.g_01537
OG0006334	Syat.g_03401	Syap.g_01538
OG0006335	Syat.g_03400	Syap.g_01539
OG0006343	Syat.g_01018	Syap.g_01866
OG0006344	Syat.g_00119	Syap.g_01868
OG0006345	Syat.g_00286	Syap.g_01880
OG0006362	Syat.g_01315	Syap.g_02509
