Orthogroup	Syam	Prbl
OG0002449	Syam.g_02409	Prbl.g_02157
OG0002451	Syam.g_01077	Prbl.g_01533
OG0002461	Syam.g_01001	Prbl.g_00626
OG0002563	Syam.g_01812	Prbl.g_00217
OG0002579	Syam.g_02182	Prbl.g_00310
OG0002582	Syam.g_02035	Prbl.g_02047
OG0002667	Syam.g_01416	Prbl.g_02613
OG0002846	Syam.g_00759	Prbl.g_00917
OG0003089	Syam.g_00437	Prbl.g_01159
OG0003092	Syam.g_00444	Prbl.g_01150
