Orthogroup	Syam	Prbj
OG0002350	Syam.g_00433	Prbj.g_00350
OG0002434	Syam.g_00687	Prbj.g_01873
OG0002435	Syam.g_01860	Prbj.g_00952
OG0002446	Syam.g_00447	Prbj.g_00124
OG0002449	Syam.g_02409	Prbj.g_02037
OG0002451	Syam.g_01077	Prbj.g_01123
OG0002461	Syam.g_01001	Prbj.g_01895
OG0002563	Syam.g_01812	Prbj.g_01081
OG0002579	Syam.g_02182	Prbj.g_00550
OG0002582	Syam.g_02035	Prbj.g_01274
OG0002667	Syam.g_01416	Prbj.g_00727
OG0002846	Syam.g_00759	Prbj.g_01828
OG0003089	Syam.g_00437	Prbj.g_00382
OG0003092	Syam.g_00444	Prbj.g_00391
