Orthogroup	Syaa	Syar
OG0001944	Syaa.g_01433	Syar.g_02836
OG0001946	Syaa.g_00907	Syar.g_02597
OG0001947	Syaa.g_00859	Syar.g_01379
OG0001948	Syaa.g_01325	Syar.g_02504
OG0001949	Syaa.g_01344	Syar.g_02524
OG0001950	Syaa.g_01346	Syar.g_02526
OG0001951	Syaa.g_01355	Syar.g_02537
OG0001952	Syaa.g_01380	Syar.g_00679
OG0001953	Syaa.g_01381	Syar.g_00680
OG0001954	Syaa.g_01438	Syar.g_02066
OG0001957	Syaa.g_01649	Syar.g_02242
OG0001958	Syaa.g_01062	Syar.g_02471
OG0001960	Syaa.g_01835	Syar.g_01278
OG0001961	Syaa.g_01847	Syar.g_01268
OG0001964	Syaa.g_02335	Syar.g_00131
OG0001966	Syaa.g_00292	Syar.g_00194
OG0001967	Syaa.g_00290	Syar.g_00196
OG0001968	Syaa.g_00289	Syar.g_00197
OG0001969	Syaa.g_00224	Syar.g_00827
OG0001970	Syaa.g_02423	Syar.g_00059
OG0001971	Syaa.g_02501	Syar.g_01012
OG0001972	Syaa.g_02567	Syar.g_00916
OG0001974	Syaa.g_02587	Syar.g_00325
OG0001975	Syaa.g_01032	Syar.g_02236
OG0001976	Syaa.g_01034	Syar.g_02238
OG0001979	Syaa.g_00911	Syar.g_01841, Syar.g_00404
OG0001980	Syaa.g_02192	Syar.g_01111
OG0001991	Syaa.g_01102	Syar.g_01636
OG0001993	Syaa.g_01669	Syar.g_02674
OG0001994	Syaa.g_01670	Syar.g_02673
OG0001995	Syaa.g_00925	Syar.g_02034
OG0001996	Syaa.g_00036	Syar.g_00502
OG0001997	Syaa.g_02356	Syar.g_03095
OG0001999	Syaa.g_00675	Syar.g_02142, Syar.g_02981
OG0002002	Syaa.g_00971	Syar.g_01714
OG0002006	Syaa.g_00858	Syar.g_01380
OG0002007	Syaa.g_00857	Syar.g_01994, Syar.g_01381
OG0002008	Syaa.g_01312	Syar.g_02491
OG0002009	Syaa.g_01114	Syar.g_02604
OG0002010	Syaa.g_01804	Syar.g_01406
OG0002011	Syaa.g_02141	Syar.g_00966
OG0002013	Syaa.g_02151	Syar.g_03062
OG0002015	Syaa.g_00182	Syar.g_00280
OG0002016	Syaa.g_02551	Syar.g_00944
OG0002017	Syaa.g_02656	Syar.g_00706
OG0002019	Syaa.g_01419	Syar.g_00615
OG0002020	Syaa.g_02704	Syar.g_00892
OG0002021	Syaa.g_02703	Syar.g_00425
OG0002022	Syaa.g_02700	Syar.g_00426
OG0002023	Syaa.g_02699	Syar.g_00427
OG0002024	Syaa.g_02692	Syar.g_00875
OG0002025	Syaa.g_00610	Syar.g_02744, Syar.g_00800
OG0002038	Syaa.g_00779	Syar.g_02839
OG0002040	Syaa.g_00793	Syar.g_02140
OG0002045	Syaa.g_01850	Syar.g_01265
OG0002047	Syaa.g_02152	Syar.g_01160
OG0002048	Syaa.g_02228	Syar.g_01092
OG0002049	Syaa.g_02325	Syar.g_01016
OG0002051	Syaa.g_02489	Syar.g_00116
OG0002054	Syaa.g_02691	Syar.g_00876
OG0002055	Syaa.g_02695	Syar.g_00872
OG0002056	Syaa.g_00245	Syar.g_00243, Syar.g_00242
OG0002107	Syaa.g_02716	Syar.g_00313, Syar.g_00870
OG0002107	Syaa.g_01544	Syar.g_00670
OG0002113	Syaa.g_00040	Syar.g_00507
OG0002116	Syaa.g_00586	Syar.g_02897
OG0002119	Syaa.g_02546	Syar.g_00950
OG0002120	Syaa.g_01440	Syar.g_01671
OG0002121	Syaa.g_01513	Syar.g_01318
OG0002123	Syaa.g_01241	Syar.g_01489, Syar.g_01579
OG0002125	Syaa.g_01832, Syaa.g_02297, Syaa.g_01828, Syaa.g_01831	Syar.g_01280
OG0002126	Syaa.g_00185	Syar.g_00271
OG0002127	Syaa.g_02440, Syaa.g_02443	Syar.g_00073
OG0002129	Syaa.g_01787	Syar.g_02862
OG0002130	Syaa.g_00737	Syar.g_02775
OG0002132	Syaa.g_02696	Syar.g_00866
OG0002134	Syaa.g_00139	Syar.g_00257
OG0002135	Syaa.g_00520	Syar.g_02966
OG0002136	Syaa.g_00521	Syar.g_02965
OG0002137	Syaa.g_00609	Syar.g_00799
OG0002138	Syaa.g_00913	Syar.g_02036
OG0002139	Syaa.g_00956	Syar.g_01729
OG0002142	Syaa.g_01760	Syar.g_02820
OG0002143	Syaa.g_02144	Syar.g_00969, Syar.g_00890
OG0002144	Syaa.g_02319	Syar.g_01020
OG0002160	Syaa.g_00923	Syar.g_03003
OG0002162	Syaa.g_01921	Syar.g_03193
OG0002166	Syaa.g_00917	Syar.g_02857
OG0002168	Syaa.g_00861	Syar.g_01378
OG0002169	Syaa.g_02153	Syar.g_01159
OG0002171	Syaa.g_00189	Syar.g_00263
OG0002173	Syaa.g_02544	Syar.g_00952
OG0002179	Syaa.g_00158	Syar.g_00660
OG0002180	Syaa.g_00254	Syar.g_00233
OG0002181	Syaa.g_00284	Syar.g_00204
OG0002182	Syaa.g_00302	Syar.g_02901
OG0002183	Syaa.g_00326	Syar.g_03083, Syar.g_03082
OG0002184	Syaa.g_00329	Syar.g_03078
OG0002185	Syaa.g_00336	Syar.g_03056
OG0002186	Syaa.g_00522	Syar.g_02964
OG0002187	Syaa.g_00523	Syar.g_02963
OG0002188	Syaa.g_00558	Syar.g_02924
OG0002189	Syaa.g_00559	Syar.g_02923
OG0002190	Syaa.g_00600	Syar.g_02883
OG0002191	Syaa.g_00699	Syar.g_02078
OG0002192	Syaa.g_00795	Syar.g_01950
OG0002193	Syaa.g_00929	Syar.g_01384
OG0002194	Syaa.g_00960	Syar.g_01726
OG0002195	Syaa.g_01099	Syar.g_01611, Syar.g_03152
OG0002196	Syaa.g_01141	Syar.g_02625
OG0002197	Syaa.g_01322	Syar.g_02501
OG0002199	Syaa.g_01618	Syar.g_02432
OG0002200	Syaa.g_01774	Syar.g_02808
OG0002201	Syaa.g_01880	Syar.g_02176
OG0002202	Syaa.g_01881	Syar.g_02177
OG0002203	Syaa.g_01882	Syar.g_02178
OG0002204	Syaa.g_01899	Syar.g_02196
OG0002205	Syaa.g_01916	Syar.g_02293
OG0002206	Syaa.g_01930	Syar.g_02303
OG0002207	Syaa.g_01940	Syar.g_02313
OG0002208	Syaa.g_02056	Syar.g_01464
OG0002209	Syaa.g_02174	Syar.g_01126
OG0002210	Syaa.g_02220	Syar.g_01101
OG0002211	Syaa.g_02257	Syar.g_01065
OG0002212	Syaa.g_02579	Syar.g_00896
OG0002213	Syaa.g_02583	Syar.g_00312
OG0002214	Syaa.g_02736	Syar.g_00449
OG0002225	Syaa.g_02717	Syar.g_00315, Syar.g_00868
OG0002225	Syaa.g_01543	Syar.g_00669
OG0002227	Syaa.g_02611	Syar.g_00355
OG0002233	Syaa.g_01209	Syar.g_00265
OG0002238	Syaa.g_01053	Syar.g_00738
OG0002242	Syaa.g_00188	Syar.g_00279
OG0002244	Syaa.g_02136	Syar.g_01824
OG0002245	Syaa.g_02142	Syar.g_00967
OG0002248	Syaa.g_00903	Syar.g_01693
OG0002250	Syaa.g_00325	Syar.g_03084
OG0002251	Syaa.g_00604	Syar.g_02880
OG0002252	Syaa.g_00680	Syar.g_00694
OG0002253	Syaa.g_00747	Syar.g_02770
OG0002254	Syaa.g_01282	Syar.g_01556
OG0002255	Syaa.g_01336	Syar.g_02518
OG0002256	Syaa.g_01426	Syar.g_02069
OG0002258	Syaa.g_01900	Syar.g_02197
OG0002259	Syaa.g_01976	Syar.g_02350
OG0002280	Syaa.g_01994	Syar.g_02685
OG0002281	Syaa.g_01915	Syar.g_02291
OG0002292	Syaa.g_02517	Syar.g_01001
OG0002296	Syaa.g_01799	Syar.g_01411
OG0002299	Syaa.g_01378	Syar.g_00970
OG0002300	Syaa.g_01435	Syar.g_01877
OG0002303	Syaa.g_02143	Syar.g_00968
OG0002305	Syaa.g_02385	Syar.g_03125
OG0002306	Syaa.g_02698	Syar.g_00699
OG0002328	Syaa.g_02362	Syar.g_03100
OG0002332	Syaa.g_01052	Syar.g_00739
OG0002333	Syaa.g_01054	Syar.g_00737
OG0002343	Syaa.g_00312	Syar.g_00158
OG0002344	Syaa.g_02159, Syaa.g_02396	Syar.g_00030, Syar.g_01149, Syar.g_01154
OG0002351	Syaa.g_00225	Syar.g_00829
OG0002354	Syaa.g_01356	Syar.g_02538
OG0002355	Syaa.g_01517	Syar.g_02830
OG0002396	Syaa.g_02284	Syar.g_01039
OG0002402	Syaa.g_00863	Syar.g_01376
OG0002404	Syaa.g_01255	Syar.g_00162
OG0002405	Syaa.g_01403	Syar.g_02584
OG0002406	Syaa.g_01558	Syar.g_02853
OG0002408	Syaa.g_01577	Syar.g_02212
OG0002409	Syaa.g_02652	Syar.g_00702
OG0002410	Syaa.g_02729	Syar.g_00441
OG0002443	Syaa.g_02537	Syar.g_02022
OG0002445	Syaa.g_02306	Syar.g_01281
OG0002463	Syaa.g_00112	Syar.g_01743
OG0002466	Syaa.g_00645	Syar.g_03004
OG0002468	Syaa.g_00958	Syar.g_01444
OG0002469	Syaa.g_00980	Syar.g_01705
OG0002496	Syaa.g_02096	Syar.g_02281
OG0002506	Syaa.g_00878	Syar.g_01931
OG0002519	Syaa.g_00155	Syar.g_01448
OG0002520	Syaa.g_00537	Syar.g_03133
OG0002522	Syaa.g_00630	Syar.g_01216
OG0002525	Syaa.g_01444	Syar.g_02875
OG0002526	Syaa.g_01462	Syar.g_03248
OG0002527	Syaa.g_01484	Syar.g_00731
OG0002528	Syaa.g_01486	Syar.g_00729
OG0002529	Syaa.g_01508	Syar.g_00732
OG0002530	Syaa.g_01541	Syar.g_00666, Syar.g_01223
OG0002531	Syaa.g_01542	Syar.g_00668
OG0002537	Syaa.g_02515	Syar.g_01005
OG0002578	Syaa.g_01775	Syar.g_00252
OG0002598	Syaa.g_01432	Syar.g_02254
OG0002601	Syaa.g_01485	Syar.g_00730
OG0002602	Syaa.g_01528	Syar.g_00328
OG0002669	Syaa.g_00613, Syaa.g_00072	Syar.g_00710
OG0002670	Syaa.g_00504	Syar.g_01593, Syar.g_00785
OG0002731	Syaa.g_02655	Syar.g_01559
OG0002733	Syaa.g_01732, Syaa.g_01731, Syaa.g_01276	Syar.g_01291
OG0002735	Syaa.g_00147, Syaa.g_00146	Syar.g_01681, Syar.g_03061
OG0002736	Syaa.g_00513	Syar.g_02722, Syar.g_02380
OG0002742	Syaa.g_01217	Syar.g_03239
OG0002743	Syaa.g_01383	Syar.g_01678
OG0002747	Syaa.g_01657	Syar.g_02251
OG0002750	Syaa.g_01972	Syar.g_02110
OG0002751	Syaa.g_01973	Syar.g_02345
OG0002752	Syaa.g_02701	Syar.g_00736
OG0002776	Syaa.g_02718	Syar.g_00316, Syar.g_00867
OG0002787	Syaa.g_01554	Syar.g_00399
OG0002788	Syaa.g_01553	Syar.g_00398
OG0002789	Syaa.g_01552	Syar.g_00397
OG0002790	Syaa.g_01551	Syar.g_00396
OG0002791	Syaa.g_01550	Syar.g_00395
OG0002792	Syaa.g_01549	Syar.g_00394
OG0002793	Syaa.g_01548	Syar.g_00393
OG0002808	Syaa.g_00044	Syar.g_00512
OG0002849	Syaa.g_00614	Syar.g_02752
OG0002851	Syaa.g_00898	Syar.g_02016
OG0002855	Syaa.g_01398	Syar.g_02577
OG0002859	Syaa.g_01545	Syar.g_00671
OG0002899	Syaa.g_01824	Syar.g_00767, Syar.g_01995
OG0002951	Syaa.g_00621, Syaa.g_00502	Syar.g_02760
OG0002952	Syaa.g_00503	Syar.g_01594
OG0002969	Syaa.g_01539	Syar.g_00664
OG0002970	Syaa.g_01540	Syar.g_00665
OG0002971	Syaa.g_01556	Syar.g_02141, Syar.g_00673
OG0003033	Syaa.g_00452	Syar.g_02765
OG0003045	Syaa.g_01610, Syaa.g_00936	Syar.g_02005
OG0003100	Syaa.g_00501, Syaa.g_00620	Syar.g_02759
OG0003101	Syaa.g_00615, Syaa.g_00510	Syar.g_02753
OG0003102	Syaa.g_00514	Syar.g_02695
OG0003113	Syaa.g_01555	Syar.g_00672
OG0003260	Syaa.g_00500	Syar.g_02361
OG0003261	Syaa.g_00506	Syar.g_01202
OG0003263	Syaa.g_00518	Syar.g_00146, Syar.g_01252, Syar.g_02749
OG0003510	Syaa.g_00177	Syar.g_00269, Syar.g_00270
OG0003511	Syaa.g_00216	Syar.g_02755
OG0003515	Syaa.g_00441	Syar.g_02404
OG0003526	Syaa.g_01599	Syar.g_00821
OG0003833	Syaa.g_00498	Syar.g_02377
OG0003834	Syaa.g_00517	Syar.g_02750
OG0003860	Syaa.g_02132	Syar.g_02041
OG0004141	Syaa.g_00450	Syar.g_02391
OG0004296	Syaa.g_00073	Syar.g_00709
OG0004297	Syaa.g_00181	Syar.g_00278, Syar.g_03142
OG0004298	Syaa.g_00217	Syar.g_02756
OG0004301	Syaa.g_00443	Syar.g_02403
OG0004306	Syaa.g_00818	Syar.g_01845
OG0004979	Syaa.g_00499	Syar.g_02362
OG0005733	Syaa.g_00366	Syar.g_03235
