Orthogroup	Syaa	Prbl
OG0001958	Syaa.g_01062	Prbl.g_01407
OG0001960	Syaa.g_01835	Prbl.g_00721
OG0001961	Syaa.g_01847	Prbl.g_01345
OG0001964	Syaa.g_02335	Prbl.g_01052
OG0001965	Syaa.g_01602	Prbl.g_01501
OG0001966	Syaa.g_00292	Prbl.g_01493
OG0001967	Syaa.g_00290	Prbl.g_01491
OG0001968	Syaa.g_00289	Prbl.g_01490
OG0001969	Syaa.g_00224	Prbl.g_01418
OG0001970	Syaa.g_02423	Prbl.g_00821
OG0001971	Syaa.g_02501	Prbl.g_00076
OG0001972	Syaa.g_02567	Prbl.g_01267
OG0001974	Syaa.g_02587	Prbl.g_02242
OG0001975	Syaa.g_01032	Prbl.g_02200
OG0001976	Syaa.g_01034	Prbl.g_02198
OG0001995	Syaa.g_00925	Prbl.g_00757
OG0001996	Syaa.g_00036	Prbl.g_01974
OG0001997	Syaa.g_02356	Prbl.g_00575
OG0001999	Syaa.g_00675	Prbl.g_00351
OG0002000	Syaa.g_02004	Prbl.g_00786
OG0002001	Syaa.g_02453	Prbl.g_00176
OG0002002	Syaa.g_00971	Prbl.g_02587
OG0002006	Syaa.g_00858	Prbl.g_00943
OG0002007	Syaa.g_00857	Prbl.g_00944
OG0002008	Syaa.g_01312	Prbl.g_02517
OG0002009	Syaa.g_01114	Prbl.g_02371
OG0002010	Syaa.g_01804	Prbl.g_00697
OG0002011	Syaa.g_02141	Prbl.g_00683
OG0002012	Syaa.g_01427	Prbl.g_00630, Prbl.g_01160
OG0002013	Syaa.g_02151	Prbl.g_00895
OG0002014	Syaa.g_00187	Prbl.g_00883
OG0002015	Syaa.g_00182	Prbl.g_00879
OG0002016	Syaa.g_02551	Prbl.g_01247
OG0002017	Syaa.g_02656	Prbl.g_02184
OG0002038	Syaa.g_00779	Prbl.g_02094
OG0002040	Syaa.g_00793	Prbl.g_00177
OG0002044	Syaa.g_00842	Prbl.g_01536
OG0002045	Syaa.g_01850	Prbl.g_01347
OG0002047	Syaa.g_02152	Prbl.g_02672
OG0002048	Syaa.g_02228	Prbl.g_01173
OG0002050	Syaa.g_00281	Prbl.g_01471
OG0002051	Syaa.g_02489	Prbl.g_00268
OG0002063	Syaa.g_00949	Prbl.g_00052
OG0002113	Syaa.g_00040	Prbl.g_01979
OG0002115	Syaa.g_00561	Prbl.g_00402
OG0002117	Syaa.g_00784	Prbl.g_02101
OG0002118	Syaa.g_01181, Syaa.g_01227	Prbl.g_01371
OG0002119	Syaa.g_02546	Prbl.g_01107
OG0002120	Syaa.g_01440	Prbl.g_01708
OG0002121	Syaa.g_01513	Prbl.g_01532
OG0002124	Syaa.g_00820	Prbl.g_01558
OG0002126	Syaa.g_00185	Prbl.g_00881
OG0002127	Syaa.g_02440	Prbl.g_00308
OG0002128	Syaa.g_01031	Prbl.g_02201
OG0002130	Syaa.g_00737	Prbl.g_01720
OG0002160	Syaa.g_00923	Prbl.g_01910
OG0002162	Syaa.g_01921	Prbl.g_01798
OG0002166	Syaa.g_00917	Prbl.g_01856
OG0002168	Syaa.g_00861	Prbl.g_00941
OG0002169	Syaa.g_02153	Prbl.g_02671
OG0002170	Syaa.g_02186	Prbl.g_01198
OG0002171	Syaa.g_00189	Prbl.g_00885
OG0002173	Syaa.g_02544	Prbl.g_00125
OG0002233	Syaa.g_01209	Prbl.g_01828
OG0002234	Syaa.g_01574	Prbl.g_02569
OG0002237	Syaa.g_01641	Prbl.g_01633
OG0002238	Syaa.g_01053	Prbl.g_01039
OG0002242	Syaa.g_00188	Prbl.g_00884
OG0002279	Syaa.g_02382	Prbl.g_00550
OG0002280	Syaa.g_01994	Prbl.g_00777
OG0002281	Syaa.g_01915	Prbl.g_01793
OG0002285	Syaa.g_01388	Prbl.g_02451
OG0002286	Syaa.g_02311	Prbl.g_02271
OG0002292	Syaa.g_02517	Prbl.g_00087
OG0002328	Syaa.g_02362	Prbl.g_00570
OG0002331	Syaa.g_01208	Prbl.g_00028
OG0002332	Syaa.g_01052	Prbl.g_01040
OG0002333	Syaa.g_01054	Prbl.g_01038
OG0002334	Syaa.g_01766	Prbl.g_00250
OG0002336	Syaa.g_01840	Prbl.g_01338
OG0002337	Syaa.g_00269	Prbl.g_01460
OG0002338	Syaa.g_00184	Prbl.g_00878
OG0002339	Syaa.g_00169	Prbl.g_00866
OG0002343	Syaa.g_00312	Prbl.g_01514
OG0002350	Syaa.g_02190	Prbl.g_01192
OG0002381	Syaa.g_02454	Prbl.g_00200, Prbl.g_01312
OG0002385	Syaa.g_02312	Prbl.g_02269
OG0002386	Syaa.g_01588, Syaa.g_01589	Prbl.g_01391
OG0002435	Syaa.g_00696	Prbl.g_02065
OG0002450	Syaa.g_02746	Prbl.g_02133
OG0002461	Syaa.g_01495	Prbl.g_00626
OG0002496	Syaa.g_02096	Prbl.g_02302
OG0002569	Syaa.g_02095	Prbl.g_02301
OG0002570	Syaa.g_02093	Prbl.g_02299
OG0002641	Syaa.g_02097	Prbl.g_02303
OG0002642	Syaa.g_02094	Prbl.g_02300
OG0002643	Syaa.g_01830	Prbl.g_02292
OG0002653	Syaa.g_02309	Prbl.g_02272
OG0002716	Syaa.g_00308	Prbl.g_01510
OG0002796	Syaa.g_00928	Prbl.g_01917
OG0003099	Syaa.g_01049	Prbl.g_01297
