Orthogroup	Syaa	Prah
OG0002123	Syaa.g_01241	Prah.g_00883
OG0002124	Syaa.g_00820	Prah.g_00585
OG0002125	Syaa.g_01828, Syaa.g_01831	Prah.g_00332
OG0002126	Syaa.g_00185	Prah.g_02214, Prah.g_02204
OG0002127	Syaa.g_02440	Prah.g_02277
OG0002128	Syaa.g_01031	Prah.g_02527
OG0002129	Syaa.g_01787	Prah.g_00392
OG0002130	Syaa.g_00737	Prah.g_01362
OG0002160	Syaa.g_00923	Prah.g_01792
OG0002162	Syaa.g_01921	Prah.g_01442
OG0002166	Syaa.g_00917	Prah.g_00971
OG0002168	Syaa.g_00861	Prah.g_00901
OG0002169	Syaa.g_02153	Prah.g_00202
OG0002170	Syaa.g_02186	Prah.g_01943
OG0002171	Syaa.g_00189	Prah.g_02200
OG0002173	Syaa.g_02544	Prah.g_02416
OG0002233	Syaa.g_01209	Prah.g_00945
OG0002234	Syaa.g_01574	Prah.g_00889
OG0002237	Syaa.g_01641	Prah.g_00507
OG0002238	Syaa.g_01053	Prah.g_00469
OG0002242	Syaa.g_00188	Prah.g_02201
OG0002245	Syaa.g_02142	Prah.g_00210
OG0002279	Syaa.g_02382	Prah.g_01899
OG0002280	Syaa.g_01994	Prah.g_01511
OG0002281	Syaa.g_01915	Prah.g_01437
OG0002285	Syaa.g_01388	Prah.g_00769
OG0002286	Syaa.g_02311	Prah.g_01134, Prah.g_02461, Prah.g_02460
OG0002292	Syaa.g_02517	Prah.g_02351
OG0002328	Syaa.g_02362	Prah.g_01879
OG0002331	Syaa.g_01208	Prah.g_01030
OG0002332	Syaa.g_01052	Prah.g_00470
OG0002333	Syaa.g_01054	Prah.g_00468
OG0002334	Syaa.g_01766	Prah.g_00416
OG0002336	Syaa.g_01840	Prah.g_00315
OG0002337	Syaa.g_00269	Prah.g_02127
OG0002338	Syaa.g_00184	Prah.g_02206
OG0002339	Syaa.g_00169	Prah.g_02222
OG0002343	Syaa.g_00312	Prah.g_02081
OG0002381	Syaa.g_02454	Prah.g_00172
OG0002385	Syaa.g_02312	Prah.g_01135, Prah.g_02463
OG0002386	Syaa.g_01588, Syaa.g_01589	Prah.g_00441
OG0002435	Syaa.g_00696	Prah.g_01341
OG0002443	Syaa.g_02537	Prah.g_00488
OG0002445	Syaa.g_02306	Prah.g_00352
OG0002450	Syaa.g_02746	Prah.g_02592
OG0002452	Syaa.g_02707	Prah.g_02567
OG0002490	Syaa.g_00468	Prah.g_00103
OG0002496	Syaa.g_02096	Prah.g_00633
OG0002569	Syaa.g_02095	Prah.g_00632
OG0002570	Syaa.g_02093	Prah.g_00630
OG0002578	Syaa.g_01775	Prah.g_01596
OG0002641	Syaa.g_02097	Prah.g_00634
OG0002642	Syaa.g_02094	Prah.g_00631
OG0002643	Syaa.g_01830	Prah.g_00623
OG0002653	Syaa.g_02309	Prah.g_02459
OG0002709	Syaa.g_00946	Prah.g_01074
OG0002716	Syaa.g_00308	Prah.g_02085
OG0002796	Syaa.g_00928	Prah.g_01787
OG0003203	Syaa.g_01012	Prah.g_00246
OG0003405	Syaa.g_00464	Prah.g_00112
OG0003782	Syaa.g_02157, Syaa.g_02394	Prah.g_00196, Prah.g_01913
OG0004603	Syaa.g_00178	Prah.g_02211
