Orthogroup	Prac	Prbi
OG0001807	Prac.g_01141	Prbi.g_00416
OG0001808	Prac.g_01951	Prbi.g_00428
OG0001809	Prac.g_01511	Prbi.g_00804
OG0001816	Prac.g_01249	Prbi.g_01093
OG0001820	Prac.g_00149	Prbi.g_01358
OG0001826	Prac.g_00280	Prbi.g_01737
OG0001828	Prac.g_00895	Prbi.g_01309
OG0001837	Prac.g_01191	Prbi.g_00367
OG0001839	Prac.g_01124	Prbi.g_01339
OG0001841	Prac.g_00141	Prbi.g_01354
OG0001850	Prac.g_01021	Prbi.g_01171
OG0001859	Prac.g_01673	Prbi.g_00282
OG0001862	Prac.g_01034	Prbi.g_01158
OG0001871	Prac.g_00897	Prbi.g_01307
OG0001874	Prac.g_00896	Prbi.g_01308
OG0001877	Prac.g_01139	Prbi.g_00713
OG0001906	Prac.g_01658	Prbi.g_00297
OG0001956	Prac.g_01527	Prbi.g_00786
OG0001966	Prac.g_01874	Prbi.g_01882, Prbi.g_00064
OG0001982	Prac.g_01173	Prbi.g_00385
OG0001985	Prac.g_00882	Prbi.g_01313
OG0001988	Prac.g_00281	Prbi.g_01735
OG0001990	Prac.g_01152	Prbi.g_00405
OG0002120	Prac.g_01485	Prbi.g_00837
OG0002138	Prac.g_01520	Prbi.g_00793
OG0002186	Prac.g_01417	Prbi.g_00906
OG0002251	Prac.g_00255	Prbi.g_01494
OG0002254	Prac.g_00657	Prbi.g_01418
OG0002255	Prac.g_00250	Prbi.g_01468
OG0002260	Prac.g_00566	Prbi.g_01272, Prbi.g_01771
OG0002273	Prac.g_01907	Prbi.g_00040, Prbi.g_01414
OG0002541	Prac.g_01871	Prbi.g_01878
OG0003094	Prac.g_01906	Prbi.g_00041, Prbi.g_01413
