Orthogroup	Syai	Syan
OG0002174	Syai.g_02833	Syan.g_01153
OG0002175	Syai.g_02738	Syan.g_02421, Syan.g_02612
OG0002178	Syai.g_02882	Syan.g_01662
OG0002179	Syai.g_00162	Syan.g_01939
OG0002180	Syai.g_00251	Syan.g_02016
OG0002181	Syai.g_00281	Syan.g_02045
OG0002182	Syai.g_00299	Syan.g_01370
OG0002183	Syai.g_02505	Syan.g_02944
OG0002184	Syai.g_02502	Syan.g_02940
OG0002185	Syai.g_02492	Syan.g_02924
OG0002186	Syai.g_02405	Syan.g_01435
OG0002187	Syai.g_02404	Syan.g_01434
OG0002188	Syai.g_02371	Syan.g_01394
OG0002189	Syai.g_02370	Syan.g_01393
OG0002190	Syai.g_02314	Syan.g_01352
OG0002191	Syai.g_00850	Syan.g_02391
OG0002192	Syai.g_02118	Syan.g_02664
OG0002194	Syai.g_01821	Syan.g_02577
OG0002196	Syai.g_01308	Syan.g_00705
OG0002197	Syai.g_01458	Syan.g_00605
OG0002198	Syai.g_01124	Syan.g_00793
OG0002199	Syai.g_01119	Syan.g_00798
OG0002200	Syai.g_00954	Syan.g_01275
OG0002201	Syai.g_00811	Syan.g_01017
OG0002202	Syai.g_00810	Syan.g_01016
OG0002203	Syai.g_00809	Syan.g_01015
OG0002204	Syai.g_00787	Syan.g_00959
OG0002205	Syai.g_00768	Syan.g_00883
OG0002206	Syai.g_00755	Syan.g_00269, Syan.g_00873
OG0002207	Syai.g_00745	Syan.g_00863
OG0002208	Syai.g_00631	Syan.g_02769
OG0002209	Syai.g_00494	Syan.g_02136
OG0002210	Syai.g_00433	Syan.g_02161
OG0002211	Syai.g_00396	Syan.g_02207
OG0002212	Syai.g_02757	Syan.g_01550
OG0002213	Syai.g_02764	Syan.g_01554
OG0002214	Syai.g_02910	Syan.g_01689
OG0002230	Syai.g_00201	Syan.g_01085, Syan.g_01836
OG0002239	Syai.g_01737	Syan.g_01177
OG0002243	Syai.g_02752	Syan.g_03098
OG0002244	Syai.g_01672	Syan.g_00387
OG0002245	Syai.g_00524	Syan.g_00536
OG0002247	Syai.g_00761	Syan.g_00877
OG0002248	Syai.g_01984	Syan.g_00727
OG0002250	Syai.g_02506	Syan.g_02945
OG0002251	Syai.g_02311	Syan.g_01348
OG0002253	Syai.g_02166	Syan.g_01201
OG0002254	Syai.g_01419	Syan.g_00346
OG0002255	Syai.g_01475	Syan.g_00587
OG0002257	Syai.g_01149	Syan.g_00407
OG0002258	Syai.g_00786	Syan.g_00958
OG0002259	Syai.g_00712	Syan.g_01162
OG0002260	Syai.g_01828	Syan.g_02550
OG0002281	Syai.g_00770, Syai.g_00769	Syan.g_00885
OG0002285	Syai.g_01546	Syan.g_00499
OG0002291	Syai.g_02653	Syan.g_03057
OG0002296	Syai.g_00917	Syan.g_02814
OG0002297	Syai.g_01942	Syan.g_01266
OG0002298	Syai.g_01479	Syan.g_00582
OG0002299	Syai.g_01523	Syan.g_00545
OG0002300	Syai.g_01597	Syan.g_00134
OG0002301	Syai.g_01080	Syan.g_00426
OG0002302	Syai.g_00616	Syan.g_02785
OG0002303	Syai.g_00523	Syan.g_00537
OG0002305	Syai.g_02545	Syan.g_02979
OG0002306	Syai.g_02883	Syan.g_00129
OG0002309	Syai.g_02048	Syan.g_00377
OG0002328	Syai.g_02526	Syan.g_02961
OG0002330	Syai.g_01735	Syan.g_00288
OG0002339	Syai.g_00171	Syan.g_02261
OG0002343	Syai.g_00308	Syan.g_02093
OG0002351	Syai.g_00223	Syan.g_01990
OG0002352	Syai.g_02133	Syan.g_00287, Syan.g_02415
OG0002353	Syai.g_01351	Syan.g_00677
OG0002355	Syai.g_01917	Syan.g_00649
OG0002356	Syai.g_00854	Syan.g_02877
OG0002357	Syai.g_02837	Syan.g_01388
OG0002358	Syai.g_02230	Syan.g_02394
OG0002359	Syai.g_00909	Syan.g_02822
OG0002389	Syai.g_00424	Syan.g_02178
OG0002393	Syai.g_00792, Syai.g_00791, Syai.g_00795, Syai.g_02099	Syan.g_02933
OG0002396	Syai.g_00369	Syan.g_02234
OG0002399	Syai.g_02812	Syan.g_01314
OG0002404	Syai.g_01400	Syan.g_02089
OG0002405	Syai.g_01560	Syan.g_00478
OG0002406	Syai.g_01186	Syan.g_00349
OG0002407	Syai.g_01666, Syai.g_01667	Syan.g_00784
OG0002409	Syai.g_02829	Syan.g_01620
OG0002410	Syai.g_01167	Syan.g_01681
OG0002411	Syai.g_02036	Syan.g_00655
OG0002416	Syai.g_01181	Syan.g_00137
OG0002452	Syai.g_02893	Syan.g_01655
OG0002458	Syai.g_02870	Syan.g_00083
OG0002459	Syai.g_02868	Syan.g_00081
OG0002460	Syai.g_02867	Syan.g_00080
OG0002468	Syai.g_01824, Syai.g_01823, Syai.g_01825	Syan.g_02559
OG0002469	Syai.g_01786	Syan.g_02597
OG0002470	Syai.g_01733	Syan.g_00154
OG0002471	Syai.g_01625	Syan.g_00522
OG0002474	Syai.g_00345	Syan.g_00368
OG0002475	Syai.g_00910	Syan.g_02821
OG0002520	Syai.g_02391	Syan.g_01420
OG0002522	Syai.g_02294	Syan.g_02411
OG0002529	Syai.g_01624	Syan.g_00458
OG0002530	Syai.g_01176	Syan.g_00894
OG0002531	Syai.g_01175	Syan.g_00220
OG0002537	Syai.g_02664	Syan.g_03070
OG0002540	Syai.g_02871	Syan.g_00084
OG0002545	Syai.g_01595	Syan.g_01544
OG0002547	Syai.g_00851	Syan.g_00403
OG0002581	Syai.g_01494, Syai.g_01331	Syan.g_02800
OG0002591	Syai.g_01187	Syan.g_00132
OG0002597	Syai.g_01591	Syan.g_01447
OG0002602	Syai.g_01638	Syan.g_00417
OG0002603	Syai.g_01160	Syan.g_00182
OG0002604	Syai.g_01150	Syan.g_00178
OG0002610	Syai.g_00484	Syan.g_02146
OG0002640	Syai.g_00772	Syan.g_00405
OG0002667	Syai.g_01161	Syan.g_02838
OG0002675	Syai.g_00344	Syan.g_00548
OG0002685	Syai.g_01644	Syan.g_00447
OG0002745	Syai.g_00557	Syan.g_01919
OG0002752	Syai.g_02886	Syan.g_01608
OG0002756	Syai.g_01674	Syan.g_00427
OG0002873	Syai.g_01845, Syai.g_01862	Syan.g_01051
OG0002874	Syai.g_01266	Syan.g_00982
OG0002875	Syai.g_01267	Syan.g_00983
OG0002876	Syai.g_01268	Syan.g_00985
OG0002877	Syai.g_01269	Syan.g_00987
OG0002878	Syai.g_01270	Syan.g_00988
OG0002965	Syai.g_01864	Syan.g_01536
OG0002995	Syai.g_01133, Syai.g_01696	Syan.g_00410
OG0003086	Syai.g_01001, Syai.g_01011	Syan.g_01315
OG0003308	Syai.g_02198	Syan.g_02634
OG0003314	Syai.g_01869, Syai.g_00471, Syai.g_01852, Syai.g_02096	Syan.g_01066
OG0003315	Syai.g_00929	Syan.g_02480, Syan.g_02474, Syan.g_02548, Syan.g_01484
OG0003562	Syai.g_02200	Syan.g_00122, Syan.g_00123
OG0003563	Syai.g_02205	Syan.g_00119, Syan.g_00130
OG0003569	Syai.g_02728, Syai.g_02729, Syai.g_02727	Syan.g_01537, Syan.g_01538
OG0003900	Syai.g_00548	Syan.g_00090
OG0003910	Syai.g_02197	Syan.g_00118
OG0003911	Syai.g_02199	Syan.g_00120
OG0003912	Syai.g_02201	Syan.g_00124
OG0003913	Syai.g_02203	Syan.g_00125
OG0003926	Syai.g_02923	Syan.g_01142
OG0003940	Syai.g_01812	Syan.g_02382
OG0004387	Syai.g_02435	Syan.g_01327
OG0004406	Syai.g_01839, Syai.g_01858	Syan.g_01047
OG0006132	Syai.g_02463	Syan.g_01042
